City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Yukhnov,RU,54.7444,35.2297,52.74,71,100,7.14,overcast clouds
453,Port-Cartier,CA,50.0334,-66.8654,60.75,37,14,14.32,few clouds
454,Slave Lake,CA,55.2834,-114.769,49.98,93,100,6.91,overcast clouds
455,Amahai,ID,-3.3333,128.9167,75.09,90,100,2.53,overcast clouds
456,Bafq,IR,31.6128,55.4107,84.38,15,0,9.62,clear sky
457,Maceio,BR,-9.6658,-35.7353,81.84,61,75,12.66,broken clouds
458,Komsomolskiy,UZ,40.4272,71.7189,72.32,37,51,6.91,broken clouds
459,Miri,MY,4.4148,114.0089,78.94,94,40,2.3,scattered clouds
460,Nyimba,ZM,-14.5566,30.8149,80.49,27,85,6.93,overcast clouds
461,Kanniyakumari,IN,8.0833,77.5667,79.21,85,94,17.78,overcast clouds
462,Lajas,PR,18.05,-67.0593,90.34,68,91,14.0,overcast clouds
463,Ixtapa,MX,20.7,-105.2,84.22,78,100,3.0,overcast clouds
464,Shimoda,JP,34.6667,138.95,75.11,91,100,12.46,moderate rain
465,Saeby,DK,57.3319,10.5225,58.96,67,14,7.92,few clouds
466,Chantada,ES,42.6088,-7.7712,70.56,45,100,3.58,overcast clouds
467,Feucht,DE,49.3767,11.2139,53.69,66,0,16.11,clear sky
468,Grimshaw,CA,56.1834,-117.6027,51.42,93,100,11.5,overcast clouds
469,Palmer,US,42.1584,-72.3287,69.57,49,20,4.61,few clouds
470,Noshiro,JP,40.2039,140.0242,71.46,83,97,6.64,overcast clouds
471,Koungou,YT,-12.7336,45.2042,76.71,73,0,4.61,clear sky
472,Bontang,ID,0.1333,117.5,78.94,84,100,3.89,overcast clouds
473,Naldurg,IN,17.8167,76.3,74.39,83,97,14.0,overcast clouds
474,Kutum,SD,14.2,24.6667,74.25,59,87,5.91,overcast clouds
475,Mehamn,NO,71.0357,27.8492,44.55,93,75,18.41,drizzle rain
476,Prince George,CA,53.9166,-122.753,42.24,100,100,10.36,mist
477,Nueve De Julio,AR,-35.4444,-60.8831,76.96,39,100,8.01,overcast clouds
478,Novaya Lyalya,RU,59.055,60.599,55.18,76,98,10.02,overcast clouds
479,Taltal,CL,-25.4,-70.4833,59.34,68,1,5.64,clear sky
480,Zhanaozen,KZ,43.3,52.8,75.38,30,13,8.08,few clouds
481,Nouakchott,MR,18.0858,-15.9785,91.33,58,13,18.12,few clouds
482,Shelburne,CA,44.0787,-80.2041,77.23,61,88,11.56,overcast clouds
483,Sarwar,IN,26.0667,75.0,79.59,64,11,9.55,few clouds
484,Dali,CN,25.7,100.1833,61.99,92,10,2.53,clear sky
485,Muramatsu,JP,37.6833,139.1833,71.22,90,89,6.31,overcast clouds
486,Yamada,JP,39.4667,141.95,71.19,95,99,7.47,overcast clouds
487,Cancun,MX,21.1743,-86.8466,87.06,70,37,9.91,scattered clouds
488,Akdepe,TM,42.0551,59.3788,71.69,32,6,11.21,clear sky
489,Bambanglipuro,ID,-7.95,110.2833,76.26,84,100,5.86,overcast clouds
490,Byron Bay,AU,-28.65,153.6167,60.94,60,0,7.2,clear sky
491,Tarauaca,BR,-8.1614,-70.7656,98.1,31,64,2.42,broken clouds
492,Batticaloa,LK,7.7102,81.6924,81.82,77,69,5.46,broken clouds
493,Coquimbo,CL,-29.9533,-71.3436,56.93,76,100,8.05,overcast clouds
494,Huancavelica,PE,-12.7667,-74.9833,48.22,50,89,5.37,overcast clouds
495,Longhua,CN,23.6137,114.1919,79.09,79,70,1.83,broken clouds
496,Constitucion,CL,-35.3333,-72.4167,50.4,89,100,7.16,overcast clouds
497,Megion,RU,61.0296,76.1136,51.82,71,100,10.0,overcast clouds
498,Pemangkat,ID,1.1667,108.9667,77.59,85,100,3.67,overcast clouds
499,Mvangue,CM,2.9667,11.5167,69.94,97,100,5.08,light rain
500,Inta,RU,66.0317,60.1659,47.75,77,90,6.96,overcast clouds
501,Morgan City,US,29.6994,-91.2068,89.01,58,6,9.4,clear sky
502,Salinopolis,BR,-0.6136,-47.3561,83.57,69,78,12.73,broken clouds
503,Teeli,RU,51.0333,90.2333,38.98,67,9,1.63,clear sky
504,Manglisi,GE,41.697,44.3845,70.39,46,37,4.52,scattered clouds
505,Faanui,PF,-16.4833,-151.75,79.03,63,83,16.93,broken clouds
506,Moron,AR,-34.6534,-58.6198,77.95,54,100,11.59,overcast clouds
507,Wagrowiec,PL,52.8084,17.1996,59.14,63,97,8.77,light rain
508,Viedma,AR,-40.8135,-62.9967,57.45,68,100,15.14,overcast clouds
509,Nanga Eboko,CM,4.6833,12.3667,71.55,94,58,2.35,light rain
510,Thanh Hoa,VN,19.8,105.7667,77.4,92,64,3.11,broken clouds
511,Suez,EG,29.9737,32.5263,81.19,61,0,13.11,clear sky
512,East Hemet,US,33.74,-116.9389,82.2,61,0,3.0,clear sky
513,Marsh Harbour,BS,26.5412,-77.0636,84.78,70,36,14.43,scattered clouds
514,Axim,GH,4.8699,-2.2405,79.18,75,35,7.83,scattered clouds
515,Mbulu,TZ,-3.85,35.5333,64.58,51,38,9.91,scattered clouds
516,Nioro,GM,13.35,-15.75,81.66,79,99,4.16,overcast clouds
517,Yar-Sale,RU,66.8333,70.8333,49.5,70,100,10.04,overcast clouds
518,Hailey,US,43.5196,-114.3153,58.8,61,0,11.5,clear sky
519,Bayangol,RU,50.6977,103.4656,30.65,90,80,3.11,broken clouds
520,Nome,US,64.5011,-165.4064,48.27,87,100,33.38,light rain
521,Port Macquarie,AU,-31.4333,152.9167,54.61,67,1,7.43,clear sky
522,Troitsko-Pechorsk,RU,62.7084,56.1964,51.62,81,96,8.03,overcast clouds
523,Manggar,ID,-2.8833,108.2667,81.64,82,100,9.37,overcast clouds
524,Baltiysk,RU,54.6538,19.911,56.66,76,24,10.87,few clouds
525,Seoul,KR,37.5683,126.9778,74.59,94,0,4.61,clear sky
526,Sarakhs,IR,36.5449,61.1577,77.14,33,0,0.0,clear sky
527,Romilly-Sur-Seine,FR,48.5108,3.7263,62.98,38,21,8.84,few clouds
528,Bol,TD,13.4586,14.7147,78.64,81,100,8.01,overcast clouds
529,Mandurah,AU,-32.55,115.7,54.91,80,17,6.13,few clouds
530,Fartura,BR,-23.3883,-49.51,71.04,41,1,14.79,clear sky
531,Mata,PT,40.683,-7.4592,81.93,32,98,7.54,overcast clouds
532,Bilibino,RU,68.0546,166.4372,27.32,82,100,3.47,overcast clouds
533,Hambantota,LK,6.1241,81.1185,79.43,79,36,16.89,scattered clouds
534,Gull Lake,CA,50.1001,-108.4847,63.73,47,100,2.84,overcast clouds
535,Kangaatsiaq,GL,68.3065,-53.4641,40.64,78,100,13.15,overcast clouds
536,Oksfjord,NO,70.2396,22.3479,48.38,96,100,5.39,light rain
537,Bage,BR,-31.3314,-54.1069,71.38,49,0,17.27,clear sky
538,Jodhpur,IN,26.2867,73.03,80.74,65,4,10.11,clear sky
539,Novyy Urengoy,RU,66.0833,76.6333,50.2,65,100,11.36,overcast clouds
540,Motygino,RU,58.1831,94.7592,41.22,92,47,1.92,scattered clouds
541,Bemidji,US,47.4736,-94.8803,68.05,81,40,0.0,scattered clouds
542,Karasburg,NA,-28.0167,18.75,71.02,34,100,10.85,overcast clouds
543,Qaqortoq,GL,60.7167,-46.0333,46.15,89,100,2.68,light rain
544,Oxapampa,PE,-10.5775,-75.4017,69.91,71,34,4.43,scattered clouds
545,Bundaberg,AU,-24.85,152.35,63.21,99,1,6.91,clear sky
546,Ayolas,PY,-27.4,-56.9,81.48,32,10,14.27,clear sky
547,Green Valley,US,31.8543,-110.9937,90.05,30,0,6.31,clear sky
548,Luganville,VU,-15.5333,167.1667,77.65,85,53,10.49,broken clouds
549,Tungor,RU,53.3808,142.9564,45.9,84,54,9.55,broken clouds
550,Harper,LR,4.375,-7.7169,78.67,76,74,11.1,broken clouds
551,Samarai,PG,-10.6167,150.6667,81.52,79,45,9.28,scattered clouds
552,Ritchie,ZA,-29.038,24.6028,63.61,27,55,6.4,broken clouds
553,Ferkessedougou,CI,9.6,-5.2,76.87,86,86,4.47,light rain
554,Gat,IL,31.61,34.7642,81.28,100,0,11.39,clear sky
555,Diu,IN,20.7141,70.9822,77.77,78,15,8.93,few clouds
556,Sorland,NO,67.667,12.6934,53.46,79,56,26.51,broken clouds
557,Jaguaribe,BR,-5.8906,-38.6219,98.51,22,54,5.06,broken clouds
558,Marrakesh,MA,31.6315,-8.0083,86.07,39,75,4.61,broken clouds
559,Yumen,CN,40.2833,97.2,65.61,34,60,8.21,broken clouds
560,Black River,JM,18.0264,-77.8487,89.37,59,2,6.62,clear sky
561,Margate,GB,51.3813,1.3862,62.91,49,25,7.0,scattered clouds
562,Sharjah,AE,25.3573,55.4033,93.49,49,0,6.91,clear sky
563,Cockburn Town,TC,21.4612,-71.1419,84.16,74,40,11.5,scattered clouds
564,Puerto Escondido,MX,15.85,-97.0667,75.61,95,100,1.86,overcast clouds
565,Yingkou,CN,40.6648,122.2283,68.38,87,27,1.5,scattered clouds
566,Vanderhoof,CA,54.0166,-124.0198,48.42,58,14,3.94,few clouds
567,Harindanga,IN,22.0383,88.3214,81.72,86,62,7.18,broken clouds
568,Coihaique,CL,-45.5752,-72.0662,43.41,52,20,6.91,few clouds
569,Waingapu,ID,-9.6567,120.2641,77.31,77,100,3.09,overcast clouds
570,Kasongo-Lunda,CD,-6.4667,16.8167,78.82,69,100,5.12,light rain
571,Burns Lake,CA,54.2331,-125.7533,33.22,61,33,3.18,scattered clouds
572,Hay River,CA,60.8156,-115.7999,51.78,82,75,6.91,broken clouds
573,Watsa,CD,3.0372,29.5355,66.42,96,96,1.57,overcast clouds
574,Thanatpin,MM,17.2119,96.3033,78.98,94,100,3.53,overcast clouds
575,Kraslava,LV,55.8951,27.168,52.83,82,100,10.8,overcast clouds
576,Spring Valley,US,36.108,-115.245,83.5,27,0,3.44,clear sky
577,Vuktyl,RU,63.8567,57.3094,53.26,65,100,8.84,overcast clouds
578,George,ZA,-33.963,22.4617,54.95,94,100,2.3,light rain
579,Cabedelo,BR,-6.9811,-34.8339,84.87,65,73,14.47,broken clouds
580,Rancho Palos Verdes,US,33.7445,-118.387,72.59,77,42,5.01,scattered clouds
581,Oum Hadjer,TD,13.2954,19.6966,79.41,71,97,9.1,overcast clouds
582,Leon,MX,21.1167,-101.6667,72.82,45,81,11.95,broken clouds
583,Bellmead,US,31.594,-97.1089,90.45,58,40,9.22,scattered clouds
584,Kidal,ML,18.4411,1.4078,98.85,25,39,12.57,scattered clouds
585,Umba,RU,66.6871,34.3429,50.52,91,100,10.83,light rain
586,Sijunjung,ID,-0.6876,100.9537,72.09,98,100,2.62,overcast clouds
587,Genhe,CN,50.7833,121.5167,41.13,95,78,2.51,broken clouds
588,Huilong,CN,31.8111,121.655,76.93,94,5,9.48,clear sky
589,Tacoronte,ES,28.4769,-16.4102,75.52,80,40,18.41,scattered clouds
590,Xinmin,CN,41.9908,122.8253,61.52,94,6,6.06,clear sky
591,Ninghai,CN,29.2892,121.4247,71.47,91,0,5.75,clear sky
592,Bonfim,BR,3.0833,-59.95,90.93,48,50,5.26,light rain
593,Olafsvik,IS,64.8945,-23.7142,48.49,76,90,7.27,overcast clouds
594,Prestea,GH,5.4327,-2.1428,80.74,67,92,7.56,overcast clouds
595,Polson,US,47.6936,-114.1632,60.73,66,2,3.0,clear sky
596,Saucillo,MX,28.0167,-105.2833,82.69,39,0,5.5,clear sky
597,Tazmalt,DZ,36.3868,4.3989,82.29,54,4,9.33,clear sky
598,Nishihara,JP,26.1842,127.7558,81.68,89,100,35.68,overcast clouds
599,Balsta,SE,59.5671,17.5278,55.49,76,98,9.98,overcast clouds
600,Maumere,ID,-8.6199,122.2111,78.24,81,79,0.51,broken clouds
601,Acapulco,MX,16.8634,-99.8901,75.9,97,100,17.49,overcast clouds
602,Yulara,AU,-25.2406,130.9889,58.28,27,0,7.63,clear sky
603,Zhmerynka,UA,49.037,28.112,53.2,97,100,5.01,overcast clouds
604,Makurdi,NG,7.7411,8.5121,75.16,90,82,5.73,broken clouds
605,Porto Belo,BR,-27.1578,-48.5531,70.79,60,26,8.41,scattered clouds
606,Agadez,NE,19.75,10.25,99.72,12,22,2.26,few clouds
607,Port Blair,IN,11.6667,92.75,80.74,82,100,14.74,overcast clouds
608,Aromashevo,RU,56.8602,68.6375,50.07,49,14,11.48,few clouds
609,Evanston,US,42.0411,-87.6901,84.15,59,20,10.36,few clouds
610,Talaya,RU,61.3833,152.75,29.84,76,4,3.42,clear sky
611,Alvik,SE,60.7477,14.8746,54.25,78,93,7.78,overcast clouds
612,Bhuvanagiri,IN,11.4667,79.6333,82.0,79,78,12.26,broken clouds
613,Susanville,US,40.4163,-120.653,62.1,45,0,8.01,clear sky
614,Port Pirie,AU,-33.1833,138.0167,50.22,75,10,8.84,clear sky
615,Fairbanks,US,64.8378,-147.7164,43.14,89,75,3.44,broken clouds
616,Katobu,ID,-4.9408,122.5276,75.2,88,98,4.03,overcast clouds
617,Gaffney,US,35.0718,-81.6498,81.57,52,0,4.27,clear sky
618,Klyuchi,RU,52.2667,79.1667,48.51,40,0,7.72,clear sky
619,Khudumelapye,BW,-23.8833,24.75,71.33,12,0,2.17,clear sky
620,Sandpoint,US,48.2766,-116.5533,60.03,71,0,3.44,clear sky
621,Lagoa Da Canoa,BR,-9.8297,-36.7378,81.03,53,46,11.14,scattered clouds
622,Atar,MR,20.5169,-13.0499,95.43,18,18,8.59,few clouds
623,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,37,20,14.97,few clouds
624,Sumbawanga,TZ,-7.9667,31.6167,73.2,37,20,0.0,few clouds
625,Mahon,ES,39.8885,4.2658,73.96,53,20,17.27,few clouds
626,Egvekinot,RU,66.3167,-179.1667,35.56,91,100,15.66,overcast clouds
627,North Bend,US,43.4065,-124.2243,56.16,97,20,4.61,few clouds
628,Waynesville,US,35.4887,-82.9887,76.86,41,4,2.84,clear sky
629,Pobe,BJ,6.9801,2.6649,78.51,82,100,4.03,light rain
630,Camopi,GF,3.1655,-52.3158,98.29,30,13,4.74,few clouds
631,Kurchum,KZ,48.5722,83.6542,54.03,43,0,2.75,clear sky
632,Cervo,ES,43.6702,-7.4101,67.96,73,100,20.47,overcast clouds
633,Anadyr,RU,64.75,177.4833,41.5,86,75,17.9,light rain
634,Xiamen,CN,24.4798,118.0819,84.25,89,75,2.24,broken clouds
635,Roald,NO,62.5833,6.1333,53.76,81,75,16.11,light intensity shower rain
636,Port Hawkesbury,CA,45.6169,-61.3485,61.18,65,75,18.01,broken clouds
637,Kalabo,ZM,-14.97,22.6814,78.58,20,22,3.04,few clouds
638,Abu Samrah,SY,35.3029,37.1841,85.05,34,0,10.54,clear sky
639,Trumbull,US,41.3167,-80.7665,78.1,52,46,5.99,scattered clouds
640,Westport,US,41.1415,-73.3579,73.18,64,100,4.0,overcast clouds
641,Erzin,TR,36.9559,36.2,77.36,77,0,3.78,clear sky
642,Lufilufi,WS,-13.8745,-171.5986,76.78,80,45,20.58,light rain
643,Poum,NC,-20.2333,164.0167,74.14,70,0,15.97,clear sky
644,Vilhena,BR,-12.7406,-60.1458,89.82,40,0,3.44,clear sky
645,Domoni,KM,-12.2569,44.5319,74.91,71,17,2.62,few clouds
646,Milan,IT,45.4643,9.1895,72.61,37,0,4.61,clear sky
647,Arman,RU,59.7,150.1667,39.97,58,1,5.97,clear sky
648,Ostrovnoy,RU,68.0531,39.5131,48.06,98,100,10.04,overcast clouds
649,Hammerfest,NO,70.6634,23.6821,46.85,100,100,19.57,overcast clouds
650,Ahuimanu,US,21.4447,-157.8378,75.16,90,79,6.69,broken clouds
651,Micheweni,TZ,-4.9667,39.8333,74.32,79,93,9.82,overcast clouds
652,Tabou,CI,4.423,-7.3528,78.62,78,61,11.03,broken clouds
653,New Castle,US,41.0037,-80.347,80.29,66,100,5.75,overcast clouds
654,Kasempa,ZM,-13.4584,25.8338,75.85,25,69,4.38,broken clouds
655,Andilamena,MG,-17.0167,48.5833,55.98,94,14,7.4,few clouds
656,Lander,US,42.833,-108.7307,61.39,60,75,3.6,broken clouds
657,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.99,78,100,9.22,overcast clouds
658,Ati,TD,13.2154,18.3353,80.33,73,97,9.31,overcast clouds
659,Beloha,MG,-25.1667,45.05,71.22,59,44,4.09,light rain
660,Ayorou,NE,14.7308,0.9174,95.16,33,56,8.25,broken clouds
661,Orzhytsya,UA,49.7918,32.7012,52.61,96,100,10.63,moderate rain
662,The Valley,AI,18.217,-63.0578,81.07,80,100,29.89,overcast clouds
663,Yerbogachen,RU,61.2767,108.0108,29.62,76,9,3.78,clear sky
664,Tarana,IN,23.3333,76.0333,72.0,86,19,6.42,few clouds
665,Kemijarvi,FI,66.7131,27.4306,48.54,96,100,9.35,light rain
666,Sovetskoye,RU,52.2861,85.4131,43.56,69,3,5.03,clear sky
667,Beaufort,MY,5.3473,115.7455,75.94,91,100,2.62,moderate rain
668,Ponta Delgada,PT,37.7333,-25.6667,79.52,61,20,10.36,few clouds
669,Florida Ridge,US,27.5803,-80.3867,86.95,73,99,7.0,overcast clouds
670,Pingshan,CN,22.9938,114.7131,79.32,81,77,2.98,broken clouds
671,Altagracia De Orituco,VE,9.8601,-66.3814,90.28,47,47,8.63,scattered clouds
672,Borovoy,RU,55.4333,86.0833,45.68,70,0,4.47,clear sky
673,Borshchiv,UA,48.8033,26.0435,56.86,86,100,2.13,overcast clouds
674,Stranda,NO,62.3096,6.9358,51.35,96,100,1.3,light rain
675,Kingisepp,RU,59.3733,28.6134,52.0,93,99,9.95,light rain
676,Jaisalmer,IN,26.9147,70.9181,84.22,58,13,17.74,few clouds
677,Cabrero,CL,-37.0333,-72.4,41.0,96,100,4.52,overcast clouds
678,Torres,BR,-29.3353,-49.7269,66.83,65,32,12.68,scattered clouds
679,Moerai,PF,-22.4333,-151.3333,72.03,75,96,17.96,light rain
680,Sungai Pelek,MY,2.6449,101.717,77.13,88,20,3.44,few clouds
